property,sentence
1,The TVM (Trap Virtual Memory) bit supports intercepting supervisor virtual-memory management operations.
1,"When TVM=1, attempts to read or write the satp CSR or execute the"
1,SFENCE.VMA instruction while executing in S-mode will raise an illegal instruction exception.
1,"When TVM=0, these operations are permitted in S-mode."
1,TVM is hard-wired to 0 when S-mode is not supported.
0,"The TVM mechanism improves virtualization efficiency by permitting guest operating systems to execute in S-mode, rather than classically virtualizing them in U-mode."
0,This approach obviates the need to trap accesses to most S-mode CSRs.
0, Trapping satp accesses and the SFENCE.VMA instruction provides the hooks necessary to lazily populate shadow page tables.
1,The TW (Timeout Wait) bit supports intercepting the WFI instruction (see Section 3.2.3).
1,"When TW=0, the WFI instruction is permitted in S-mode."
1,"When TW=1, if WFI is executed in S mode, and it does not complete within an implementation-specific, bounded time limit, the WFI instruction causes an illegal instruction trap."
1,"The time limit may always be 0, in which case WFI always causes an illegal instruction trap in S-mode when TW=1."
1,TW is hard-wired to 0 when S-mode is not supported.
0,"Trapping the WFI instruction can trigger a world switch to another guest OS, rather than wastefully idling in the current guest."
1,"The TSR (Trap SRET) bit supports intercepting the supervisor exception return instruction, SRET."
1,"When TSR=1, attempts to execute SRET while executing in S-mode will raise an illegal instruction exception."
1,"When TSR=0, this operation is permitted in S-mode."
1,TSR is hard-wired to 0 when S-mode is not supported.
0,Trapping SRET is necessary to emulate the Augmented Virtualization mechanism (see Chapter 5) on implementations that do not provide it.
0,"Supporting substantial extensions is one of the primary goals of RISC-V, and hence we define a standard interface to allow unchanged privileged-mode code, particularly a supervisor-level OS, to support arbitrary user-mode state extensions."
0,"To date, there are no standard extensions that define additional state beyond the floating-point CSR and data registers."
0,The FS[1:0] read/write field and the XS[1:0] read-only field are used to reduce the cost of context save and restore by setting and tracking the current state of the floating-point unit and any other user-mode extensions respectively.
0,"The FS field encodes the status of the floating-point unit, including the CSR fcsr and floating-point data registers f0-f31, while the XS field encodes the status of additional user-mode extensions and associated state."
1,These fields can be checked by a context switch routine to quickly determine whether a state save or restore is required.
1,"If a save or restore is required, additional instructions and CSRs are typically required to effect and optimize the process."
0,"The design anticipates that most context switches will not need to save/restore state in either or both of the floating-point unit or other extensions, so provides a fast check via the SD bit."
0,"The FS and XS fields use the same status encoding as shown in Table 3.3, with the four possible status values being Off, Initial, Clean, and Dirty."
1,"In systems that do not implement S-mode and do not have a floating-point unit, the FS field is hardwired to zero."
1,"In systems without additional user extensions requiring new state, the XS field is hardwired to zero."
0,Every additional extension with state adds a local field to mstatus encoding the equivalent of the XS states.
0,The XS field represents a summary of all extensions' status as shown in Table 3.3.
0,"The XS field effectively reports the maximum status value across all user-extension status fields, though individual extensions can use a different encoding than XS."
1,The SD bit is a read-only bit that summarizes whether either the FS field or XS field signals the presence of some dirty state that will require saving extended user context to memory.
